날짜,종가,전일비,시가,고가,저가,거래량,MA5,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,평균거래량,거래량비율,거래량신호,골든크로스,데드크로스,MACD_골든크로스
2025-01-07,55400,"하락
				500",56800,57300,55400,17030235,,,,,0.0,0.0,0.0,,,False,False,False,False
2025-01-08,57300,"상승
				1,900",54800,57500,54700,26593553,,,,100.0,151.56695156695787,30.313390313391576,121.25356125356629,,,False,False,False,False
2025-01-09,56100,"하락
				1,200",57600,57700,56100,24490592,,,,59.51807228915662,172.86223326109757,58.82315890293278,114.03907435816478,,,False,False,False,False
2025-01-10,55300,"하락
				800",56100,56500,55200,16059223,,,,46.115180238402985,123.75896697290591,71.81032051692742,51.94864645597849,,,False,False,False,False
2025-01-13,54100,"하락
				1,200",54600,55000,54100,16868600,55640.0,,,33.81451149076122,-11.849107377929613,55.07843493795602,-66.92754231588563,,,False,False,False,False
2025-01-14,53900,"하락
				200",54200,54600,53700,17465926,55340.0,,,32.26957207921063,-133.914133067301,17.279921336904614,-151.19405440420562,,,False,False,False,False
2025-01-15,53700,"하락
				200",54100,54700,53500,18625025,54620.0,,,30.756266499809684,-243.97745367215975,-34.97155366490826,-209.0059000072515,,,False,False,False,False
2025-01-16,54300,"상승
				600",54200,55000,54100,18627298,54260.0,,,39.86697983107192,-279.5657823093352,-83.89039939379364,-195.67538291554155,,,False,False,False,False
2025-01-17,53700,"하락
				600",53800,54100,53200,18805344,53940.0,,,34.91909513775303,-352.1256889930519,-137.5374573136453,-214.5882316794066,,,False,False,False,False
2025-01-20,53400,"하락
				300",53600,53900,53300,11822531,53800.0,,,32.731689419534476,-428.89341429804335,-195.80864871052492,-233.08476558751843,,,False,False,False,False
2025-01-21,53500,"상승
				100",53700,54300,53300,13535702,53720.0,,,34.21107899506964,-476.174185812808,-251.88175613098156,-224.29242968182643,,,False,False,False,False
2025-01-22,54300,"상승
				800",53400,54400,53100,18341991,53840.0,,,44.690685579787925,-443.9733750529995,-290.30007991538514,-153.67329513761433,,,False,False,False,False
2025-01-23,53700,"하락
				600",53700,54100,53500,15588067,53720.0,,,39.59629006621168,-461.54854183601856,-324.54977229951186,-136.9987695365067,,,False,False,False,False
2025-01-24,53700,보합0,53600,53800,53200,11867631,53720.0,,,39.596290066211665,-470.05844695848646,-353.6515072313068,-116.40693972717963,,,False,False,False,False
2025-01-31,52400,"하락
				1,300",52200,53000,51700,42186279,53520.0,,,30.77968666441548,-575.0726638269916,-397.93573855044383,-177.1369252765478,,,False,False,False,False
