날짜,종가,전일비,시가,고가,저가,거래량,MA5,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,평균거래량,거래량비율,거래량신호,골든크로스,데드크로스,MACD_골든크로스
2025-02-18,38950,"하락
				100",38950,39350,38600,2601628,39790.0,39617.5,,47.47261753181478,706.1638291124546,1032.1386640393864,-325.97483492693186,4983789.75,0.5220180084844068,False,False,False,False
2025-02-19,39300,"상승
				350",39150,39650,38850,2977884,39250.0,39737.5,,49.10502699918286,577.6827583439299,941.2474829002952,-363.56472455636526,5069085.1,0.5874598554283494,False,False,True,False
2025-02-20,39750,"상승
				450",39600,40750,39550,4599415,39160.0,39905.0,,51.20469456118028,506.33510736182507,854.2650077926012,-347.9299004307761,5242304.4,0.8773651144714144,False,False,False,False
2025-02-21,39900,"상승
				150",40000,40250,39600,2460853,39390.0,40077.5,,51.916780836126094,456.63156192158203,774.7383186183974,-318.1067566968154,5297541.5,0.4645273661376697,False,False,False,False
2025-02-24,39550,"하락
				350",39650,40000,39200,1834667,39490.0,40232.5,,50.0803140160865,384.5660313125991,696.7038611572378,-312.13782984463876,5330930.5,0.3441551151342153,False,False,False,False
2025-02-25,39750,"상승
				200",39200,39800,39100,1505555,39650.0,40405.0,,51.14382367757107,339.6763303361877,625.2983549930278,-285.62202465684015,5348480.9,0.2814920774981173,False,False,False,False
2025-02-26,42100,"상승
				2,350",40150,42400,40050,7598359,40210.0,40722.5,,61.517927655151006,488.0997688266216,597.8586377597467,-109.75886893312509,5667397.75,1.3407139105421002,False,False,False,False
2025-02-27,44450,"상승
				2,350",42900,44450,42800,10185706,41150.0,41157.5,,68.67998463674091,786.2879355205296,635.5444973119033,150.74343820862623,6122869.35,1.6635510930835067,True,False,False,True
2025-02-28,43150,"하락
				1,300",43700,44700,42650,6591090,41800.0,41397.5,,61.82504073806814,907.2468930668038,689.8849764628834,217.36191660392035,6110103.55,1.0787198524646935,False,True,False,False
2025-03-04,41900,"하락
				1,250",43000,43450,41350,3387888,42270.0,41402.5,,56.03375749911412,891.9612114513002,730.3002234605668,161.66098799073336,5543458.35,0.6111506186386338,False,False,False,False
2025-03-05,43100,"상승
				1,200",42550,43500,42450,2525062,42940.0,41512.5,,59.91563086628904,965.5469456676292,777.3495679019793,188.1973777656499,5053147.45,0.4997008349716769,False,False,False,False
