날짜,시가,고가,저가,종가,거래량,전일비,MA5,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,평균거래량,거래량비율,거래량신호,TR,ATR,골든크로스,데드크로스,MACD_골든크로스
2025-04-07 13:00:00,64.47567822575878,66.21799477566753,62.93023097174313,64.04255676269531,19494900,-1.8210678100585938,68.02134552001954,69.58647918701172,68.99984245300293,34.052337682461925,-0.6897236612880846,-0.1836262940511344,-0.5060973672369502,12477935.0,1.562349859972824,True,3.287763803924406,1.968019375978186,False,False,False
2025-04-08 13:00:00,65.39113254847678,65.53878827053248,62.211645460902,63.10741424560547,14232600,-0.9351425170898438,66.68064575195312,69.09823608398438,68.95522893269857,32.15407651815504,-1.0596120130172864,-0.3588234378443648,-0.7007885751729215,12447725.0,1.143389655539466,False,3.3271428096304803,2.1227048025093014,False,False,False
2025-04-09 13:00:00,62.39867076692778,66.72986258315822,60.754788972816144,66.52314758300781,23207800,3.4157333374023438,66.10971527099609,68.83541145324708,68.97437845865885,44.355767609854105,-1.0648550763397964,-0.5000297655434511,-0.5648253107963452,13002580.0,1.7848611583239633,True,5.975073610342079,2.437700497127037,False,False,False
2025-04-10 13:00:00,65.7553406756309,66.44439061127092,64.21973187464864,65.67658996582031,12801900,-0.8465576171875,65.04266662597657,68.53961067199707,68.96282119750977,42.324150934642034,-1.1243594506690755,-0.6248957025685761,-0.4994637481004994,13080045.0,0.9787351649019557,False,2.303415708359168,2.476372482034813,False,False,False
2025-04-11 13:00:00,65.41081346293963,65.94236953182686,63.58974633494996,64.78082275390625,14856900,-0.8957672119140625,64.82610626220703,68.15866241455078,68.91501833597819,40.224690457008165,-1.229623687339938,-0.7458412995228485,-0.4837823878170895,13387925.0,1.1097238743121134,False,2.3526231968768982,2.5122315116292904,False,False,False
2025-04-14 13:00:00,65.4403550793608,67.0547073201739,64.92848289954269,66.63143157958984,11588800,1.8506088256835938,65.34388122558593,67.94111862182618,68.86421330769856,46.165976221308576,-1.1504559472145388,-0.8267642290611866,-0.3236917181533522,13219665.0,0.8766334093942623,False,2.273884566267654,2.5298097146723992,False,False,False
2025-04-15 13:00:00,66.7987674760205,67.3696989098522,66.47392640055608,66.60189819335938,7851700,-0.02953338623046875,66.04277801513672,67.79149627685547,68.82284189860026,46.08724940366732,-1.0776752705510404,-0.8769464373591574,-0.20072883319188295,12851645.0,0.610949026369776,False,0.8957725092961226,2.505904181556834,False,False,False
2025-04-16 13:00:00,66.88735986968719,66.98580202620575,64.27880794375203,64.61348724365234,11356100,-1.9884109497070312,65.66084594726563,67.5522964477539,68.74686597188314,41.0158275716396,-1.166991850115508,-0.9349555199104276,-0.23203633020508052,12946600.0,0.8771492129207669,False,2.7069940824537184,2.600121922413092,False,False,False
2025-04-17 13:00:00,65.00722834853003,66.28689367412126,64.93832335030652,65.27300262451172,11212300,0.659515380859375,65.5801284790039,67.31408042907715,68.72028376261393,43.2465457780716,-1.1710592612713526,-0.9821762681826126,-0.18888299308874001,12916435.0,0.8680646014167221,False,1.6734064304689156,2.6535579957440083,False,False,False
2025-04-21 13:00:00,64.79067044699076,65.02691509256306,62.6447621819974,63.66849899291992,11568700,-1.6045036315917969,65.35766372680663,67.00892848968506,68.65491847991943,39.34775737501055,-1.2888951664204882,-1.0435200478301878,-0.24537511859030037,12705770.0,0.9105075882846927,False,2.6282404425143184,2.7498843030460454,False,False,False
2025-04-22 13:00:00,64.4363001635853,65.75534842304154,64.32801980235821,65.59784698486328,14352000,1.9293479919433594,65.15094680786133,66.84011058807373,68.56312999725341,45.68829682764439,-1.212620378602594,-1.0773401139846692,-0.13528026461792475,12804100.0,1.1208909646128975,False,2.0868494301216174,2.825117652398883,False,False,False
2025-04-23 13:00:00,66.49362221795003,68.01937803435179,65.942374672015,66.2179946899414,19476200,0.620147705078125,65.07416610717773,66.7751428604126,68.46540533701578,47.58502032398236,-1.0895714216039636,-1.0797863755085282,-0.009785046095435401,13146970.0,1.4814211943892774,False,2.4215310494885074,2.916522519175857,False,False,False
