날짜,종가,전일비,시가,고가,저가,거래량,MA5,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,평균거래량,거래량비율,거래량신호,골든크로스,데드크로스,MACD_골든크로스
2025-02-20,11670,"하락
				90",11760,11790,11670,62942,11792.0,11495.5,,49.62471597465509,-63.05508147368528,-140.21363268584548,77.1585512121602,64107.05,0.981826491782105,False,False,False,False
2025-02-21,11610,"하락
				60",11680,11750,11600,39085,11736.0,11481.5,,47.7945866561127,-58.45505613374007,-123.86191737542441,65.40686124168434,63897.95,0.6116784654280771,False,False,False,False
2025-02-24,11800,"상승
				190",11720,12070,11720,98698,11718.0,11482.5,,53.626852984261916,-39.02819803396778,-106.8951735071331,67.86697547316531,66461.55,1.4850390940325646,False,False,False,False
2025-02-25,11750,"하락
				50",11810,11810,11610,37055,11718.0,11484.0,,51.98108637230303,-27.351563362817615,-90.98645147827,63.634888115452384,66064.25,0.5608933727394165,False,False,False,False
2025-02-26,11860,"상승
				110",11750,11890,11690,50002,11738.0,11502.0,,55.23587926028617,-9.116575362770163,-74.61247625517004,65.49590089239987,66044.05,0.757100753209411,False,False,False,False
2025-02-27,11800,"하락
				60",11810,11900,11730,40448,11764.0,11518.5,,53.12083636043569,0.48766395764141635,-59.59244821260775,60.080112170249166,66530.1,0.6079654171570461,False,False,False,False
2025-02-28,11580,"하락
				220",11710,11730,11540,50141,11758.0,11535.0,,46.14385033695695,-9.543062089986051,-49.58257098808341,40.03950889809736,66057.8,0.7590473797189734,False,False,False,False
2025-03-04,11440,"하락
				140",11550,11550,11360,30166,11686.0,11559.5,,42.33340135595187,-28.461231362744,-45.35830306301553,16.897071700271532,63097.7,0.47808398721348006,False,False,False,False
2025-03-05,11470,"상승
				30",11430,11580,11410,24228,11630.0,11578.0,,43.411767763580826,-40.56565194552786,-44.399772839518,3.8341208939901392,62846.1,0.3855131822022369,False,False,False,False
2025-03-06,11380,"하락
				90",11480,11590,11380,34546,11534.0,11584.5,,40.93845305344025,-56.76637289277278,-46.87309285016896,-9.89328004260382,62577.55,0.5520510151004633,False,False,True,False
2025-03-07,11200,"하락
				180",11350,11350,11180,43521,11414.0,11577.5,,36.463899600332475,-83.1713095563664,-54.13273619140845,-29.038573364957948,62792.8,0.6930890165751488,False,False,False,False
2025-03-10,11230,"상승
				30",11200,11325,11100,55796,11344.0,11577.5,,37.6863600747495,-100.51795441181639,-63.40977983549004,-37.10817457632635,64190.6,0.8692238427433301,False,False,False,False
2025-03-11,11070,"하락
				160",10860,11210,10860,36699,11270.0,11559.5,,33.93611379557345,-125.7266595901674,-75.87315578642551,-49.85350380374189,63366.5,0.5791546006170453,False,False,False,False
2025-03-12,11080,"상승
				10",11150,11230,11050,35087,11192.0,11542.5,,34.37566071453419,-143.24656638699344,-89.3478379065391,-53.89872848045434,63193.1,0.5552346696079161,False,False,False,False
2025-03-13,11370,"상승
				290",11150,12740,11010,510562,11190.0,11547.0,,45.665752242774246,-132.20664645417128,-97.91959961606554,-34.28704683810574,87044.65,5.865518443695277,True,False,False,False
2025-03-14,11290,"하락
				80",11370,11400,11220,66386,11208.0,11544.5,,43.44524865841557,-128.43227446743913,-104.02213458634026,-24.41013988109887,86702.4,0.7656766133348097,False,False,False,False
2025-03-17,11210,"하락
				80",11330,11390,11180,43339,11204.0,11510.5,,41.28342026507073,-130.39329613632617,-109.29636689633745,-21.096929239988725,72364.6,0.598897803622213,False,False,False,False
2025-03-18,11150,"하락
				60",11220,11280,11140,45681,11220.0,11473.5,,39.68832139634084,-135.23007042236168,-114.4831076015423,-20.746962820819377,70455.5,0.6483666995479416,False,False,False,False
2025-03-19,11200,"상승
				50",11150,11240,11080,44797,11244.0,11446.0,,41.70953806270528,-133.48987853338804,-118.28446178791145,-15.205416745476583,70368.1,0.6366094864007981,False,False,False,False
2025-03-20,11090,"하락
				110",11270,11270,11060,54859,11188.0,11412.5,,38.641421119613774,-139.3801569276875,-122.50360081586668,-16.87655611182082,70201.9,0.7814460862170398,False,False,False,False
2025-03-21,11020,"하락
				70",11090,11210,11020,57854,11134.0,11380.0,,36.786948882291924,-147.9907151348707,-127.60102367966749,-20.389691455203206,69947.5,0.8271060438185782,False,False,False,False
2025-03-24,11040,"상승
				20",11020,11310,11000,38671,11100.0,11351.5,,37.70681458070779,-151.45493350078505,-132.371805643891,-19.083127856894038,69926.8,0.5530211592694074,False,False,False,False
2025-03-25,11150,"상승
				110",11000,11220,11000,39895,11100.0,11319.0,,42.649911614538894,-143.66815377606508,-134.63107527032582,-9.03707850573926,66986.65,0.5955664300274757,False,False,False,False
2025-03-26,11160,"상승
				10",11160,11210,11100,26216,11092.0,11289.5,,43.09201496194425,-135.13243571508974,-134.7313473592786,-0.4010883558111402,66444.7,0.39455366643238665,False,False,False,False
2025-03-27,11080,"하락
				80",11170,11200,11070,28978,11090.0,11250.5,,40.408308260796026,-133.28670292412426,-134.44241847224774,1.1557155481234815,65393.5,0.4431327272588254,False,False,False,True
2025-03-28,10990,"하락
				90",11100,11100,10980,47592,11084.0,11210.0,,37.5732971723308,-137.5011663736641,-135.05416805253103,-2.4469983211330657,65750.7,0.7238249934981681,False,False,False,False
2025-03-31,11110,"상승
				120",11110,11210,10930,51901,11098.0,11186.5,,43.28667115319456,-129.6634819951123,-133.97603084104728,4.31254884593497,65838.7,0.7883053583986318,False,False,False,True
2025-04-01,11210,"상승
				100",11110,11420,11110,48076,11110.0,11175.0,,47.59123925360355,-114.06799159032016,-129.99442299090185,15.926431400581691,66734.2,0.7204102244426397,False,False,False,False
2025-04-02,11090,"하락
				120",11250,11390,11060,34678,11096.0,11156.0,,43.340145009969355,-110.12203196730297,-126.01994478618208,15.897912818879107,67256.7,0.5156066235780228,False,False,False,False
2025-04-03,11020,"하락
				70",11060,11120,10940,27012,11084.0,11138.0,,41.03735388978258,-111.35956181289112,-123.0878681915239,11.72830637863278,66880.0,0.40388755980861246,False,False,False,False
2025-04-04,11220,"상승
				200",10910,11300,10910,46377,11130.0,11139.0,,49.32243171933971,-95.10566568834656,-117.49142769088843,22.385762002541867,67022.8,0.6919585573864416,False,False,False,False
2025-04-07,10850,"하락
				370",11010,11230,10840,72538,11078.0,11120.0,,38.53474107067283,-110.80297595329648,-116.15373734337004,5.350761390073558,67859.9,1.0689376200082819,False,False,False,False
2025-04-08,10820,"하락
				30",10970,10980,10740,49390,11000.0,11107.5,11446.5,37.81259557375585,-124.23188882807517,-117.76936764031107,-6.4625211877640965,68494.45,0.7210803211063086,False,False,False,False
2025-04-09,10500,"하락
				320",10800,10800,10300,49762,10882.0,11078.5,11416.166666666666,31.114536098182924,-158.86443437010348,-125.98838098626956,-32.87605338383392,69228.2,0.7188111203237987,False,False,False,False
2025-04-10,10850,"상승
				350",10670,10870,10550,34358,10848.0,11052.5,11391.666666666666,43.006205600415306,-156.26754629767493,-132.04421404855063,-24.223332249124297,45418.0,0.7564842133074993,False,False,False,False
2025-04-11,11120,"상승
				270",10850,11120,10750,32462,10828.0,11044.0,11374.0,50.15477599809867,-130.9136591036331,-131.81810305956714,0.9044439559340276,43721.8,0.7424671445365927,False,False,False,True
2025-04-14,11280,"상승
				160",11050,11310,10930,32920,10914.0,11047.5,11362.666666666666,53.84892454210245,-96.79407615555283,-124.81329767876429,28.019221523211456,43200.85,0.7620220435477543,False,False,False,False
2025-04-15,11270,"하락
				10",11300,11370,11200,19990,11004.0,11053.5,11350.666666666666,53.581641431368226,-69.75686357622544,-113.80201085825652,44.04514728203108,41916.3,0.47690278006408005,False,False,False,False
2025-04-16,11140,"하락
				130",11380,11380,11140,23752,11132.0,11050.5,11340.666666666666,50.10017837633275,-58.14928262573994,-102.67146521175322,44.52218258601327,40864.05,0.5812443945228141,False,True,False,False
2025-04-17,11210,"상승
				70",11310,11310,11160,12046,11204.0,11056.5,11329.5,51.91202582953945,-42.80830857478031,-90.69883388435863,47.89052530957832,38723.4,0.31107805616242373,False,False,False,False
2025-04-18,11330,"상승
				120",11320,11470,11140,46079,11246.0,11072.0,11315.833333333334,54.933014101932386,-20.72853336591288,-76.70477378066948,55.9762404147566,38134.65,1.2083236636497254,False,False,False,False
2025-04-21,11340,"상승
				10",11330,11460,11260,25559,11258.0,11087.0,11306.666666666666,55.18567200268176,-2.395620784995117,-61.842943181534615,59.4473223965395,37479.05,0.681954318479257,False,False,False,False
2025-04-22,11390,"상승
				50",11270,11600,11270,37452,11282.0,11099.0,11300.166666666666,56.49886819383571,15.98367677310307,-46.27761919060708,62.261295963710154,37356.9,1.0025457144463272,False,False,False,False
2025-04-23,11590,"상승
				200",11440,11670,11440,41598,11372.0,11120.5,11298.0,61.37450611550383,46.155677118928,-27.79095992870007,73.94663704762806,38126.0,1.0910664638304568,False,False,False,False
2025-04-24,11660,"상승
				70",11700,11780,11530,36409,11462.0,11149.5,11300.666666666666,62.94013024517513,74.8527636905128,-7.262215204857495,82.1149788953703,38497.55,0.9457484956834915,False,False,False,False
2025-04-25,11850,"상승
				190",11670,12100,11510,128115,11566.0,11192.5,11307.0,66.86593280214241,111.6399082843127,16.518209492976546,95.12169879133614,42523.7,3.012790514466051,True,False,False,False
2025-04-28,11880,"상승
				30",11770,11950,11770,40252,11674.0,11231.0,11317.5,67.45220390516221,141.58265794288127,41.53109918295749,100.05155875992378,41941.25,0.959723422644771,False,False,False,False
2025-04-29,11750,"하락
				130",11840,11950,11630,37668,11746.0,11258.0,11330.833333333334,62.30738551435876,153.05822923728374,63.836525193822744,89.22170404346099,41420.85,0.9093970790073116,False,False,False,False
2025-04-30,11830,"상승
				80",11750,11950,11720,47843,11794.0,11295.0,11343.0,64.1210022939511,166.68657450512183,84.40653505608256,82.28003944903926,42079.1,1.1369777395429086,False,False,False,False
2025-05-02,11900,"상승
				70",11840,11910,11590,37618,11842.0,11339.0,11353.833333333334,65.67719978713032,181.04853647274285,103.73493533941462,77.31360113332823,42609.4,0.8828568344074312,False,False,False,False
2025-05-07,11570,"하락
				330",11930,11930,11440,49177,11786.0,11356.5,11357.666666666666,53.824774837683115,163.9127683679144,115.77050194511459,48.14226642279981,42749.4,1.1503553266244673,False,False,False,False
2025-05-08,11620,"상승
				50",11460,11770,11460,22929,11734.0,11395.0,11364.166666666666,55.14557947277328,152.60796123885484,123.13799380386264,29.4699674349922,40268.95,0.5693965201476572,False,False,False,False
2025-05-09,11560,"하락
				60",11600,11680,11450,33771,11696.0,11432.0,11366.333333333334,53.17976771666468,137.22547176464832,125.95548939601979,11.269982368628533,39488.0,0.8552218395461912,False,False,False,False
2025-05-12,11590,"상승
				30",11780,11780,11400,27300,11648.0,11486.5,11369.166666666666,54.061551752799076,126.00300312514446,125.96499214184473,0.03801098329972774,38364.9,0.7115879358476107,False,False,False,False
2025-05-13,11610,"상승
				20",11700,11780,11590,31002,11590.0,11524.5,11374.666666666666,54.674417690795025,117.36998065117223,124.24598984371023,-6.876009192538007,38197.1,0.8116322966926809,False,False,False,False
2025-05-14,11550,"하락
				60",11640,11680,11460,24538,11586.0,11546.0,11378.166666666666,52.415228581595,104.4823421812398,120.29326031121616,-15.810918129976358,37800.9,0.6491379834871657,False,False,False,False
2025-05-15,11570,"상승
				20",11510,11660,11460,25601,11576.0,11560.5,11372.833333333334,53.11074151912482,94.78994916711781,115.1925980823965,-20.40264891527869,37434.95,0.6838796365428564,False,False,False,False
2025-05-16,11430,"하락
				140",11610,11610,11340,37068,11550.0,11568.5,11365.166666666666,47.83956925391553,74.94787544759674,107.14365355543656,-32.195778107839814,38288.85,0.9681147383637796,False,False,True,False
2025-05-19,11520,"상승
				90",11570,11690,11350,54415,11536.0,11587.5,11361.333333333334,51.19312119377279,65.72747153119053,98.86041715058735,-33.13294561939682,39822.0,1.3664557279895535,False,False,False,False
2025-05-20,11520,보합0,11530,11670,11360,20549,11518.0,11603.0,11357.333333333334,51.19312119377279,57.7544773342197,90.63922918731383,-32.88475185309413,40247.15,0.5105703136743843,False,False,False,False
2025-05-21,11850,"상승
				330",11560,11910,11560,69514,11578.0,11629.0,11360.333333333334,61.67211379120041,77.17444510201676,87.94627237025442,-10.771827268237658,41418.9,1.6783159378930874,True,False,False,False
2025-05-22,12390,"상승
				540",12140,12960,11880,528464,11742.0,11681.5,11373.333333333334,72.1930846240875,134.58696178502396,97.27441025320833,37.31255153181563,66564.15,7.939168456293666,True,True,False,True
2025-05-23,11910,"하락
				480",12300,12300,11890,98213,11838.0,11707.5,11375.166666666666,57.17048793613471,139.74392543370413,105.7683132893075,33.975612144396635,69602.2,1.41106171931347,False,False,False,False
2025-05-26,12190,"상승
				280",12260,12420,12030,66754,11972.0,11737.5,11382.5,62.122000856479666,164.52794053812795,117.5202387390716,47.00770179905635,70860.0,0.9420547558566187,False,False,False,False
2025-05-27,12110,"하락
				80",12220,12430,11950,63229,12090.0,11760.0,11386.666666666666,59.98808909678106,175.68888752263956,129.1539684957852,46.53491902685437,72201.0,0.875735793133059,False,False,False,False
2025-05-28,12330,"상승
				220",12400,12720,12300,67919,12186.0,11784.0,11395.5,63.68264783841895,199.98092419116074,143.31935963486032,56.66156455630042,69191.2,0.9816132687393773,False,False,False,False
2025-05-29,12500,"상승
				170",12360,12500,12240,45181,12208.0,11815.0,11410.833333333334,66.27412526103313,230.29541532243638,160.71457077237554,69.58084455006085,69437.65,0.650670061558823,False,False,False,False
2025-05-30,12580,"상승
				80",13440,13440,12500,120538,12342.0,11856.5,11429.833333333334,67.45117369529599,257.80340221648476,180.1323370611974,77.67106515528735,73581.15,1.6381641221970573,True,False,False,False
2025-06-02,12420,"하락
				160",12700,12860,12400,54769,12388.0,11886.0,11445.666666666666,62.735344391885,263.65378052701817,196.83662575436156,66.81715477265661,73927.45,0.7408479529592865,False,False,False,False
2025-06-04,12650,"상승
				230",12520,12710,12360,56045,12496.0,11923.5,11466.833333333334,66.37472099670863,283.5803871175867,214.1853780270066,69.39500909058012,74848.8,0.7487761994848281,False,False,False,False
2025-06-05,12700,"상승
				50",12660,12760,12550,74397,12570.0,11980.0,11491.833333333334,67.12635192165581,299.9493194934712,231.33816632029954,68.61115317317166,76109.8,0.9774956707283424,False,False,False,False
2025-06-09,12650,"하락
				50",12740,12790,11910,62130,12600.0,12031.5,11515.5,65.54842924990265,305.36715175955214,246.14396340815006,59.22318835140209,78069.85,0.7958257893412117,False,False,False,False
2025-06-10,12550,"하락
				100",12700,12760,12530,49723,12594.0,12081.0,11540.166666666666,62.38964568983594,298.1547166203327,256.5461140505866,41.6086025697461,78867.45,0.6304628842443872,False,False,False,False
2025-06-11,12780,"상승
				230",12620,12810,12620,43557,12666.0,12140.5,11568.5,66.40021971589455,307.45375214806336,266.72764167008194,40.72611047798142,79680.3,0.5466470382265127,False,False,False,False
2025-06-12,12710,"하락
				70",12810,12850,12680,42922,12678.0,12195.5,11590.833333333334,64.15786705275369,305.6515292464501,274.51241918535555,31.139110061094527,80276.3,0.5346783546326873,False,False,False,False
2025-06-13,12260,"하락
				450",12790,12800,12070,65664,12590.0,12231.0,11607.0,52.00046487910667,264.85888703867204,272.5817127560189,-7.722825717346836,82332.6,0.7975455651831717,False,False,False,False
2025-06-16,12150,"하락
				110",12230,12290,12090,33440,12490.0,12260.0,11622.666666666666,49.52975419201237,221.1055760549316,262.28648541580145,-41.18090936086986,82724.55,0.4042330843745901,False,False,False,False
2025-06-17,12440,"상승
				290",12270,12450,12160,38949,12468.0,12310.5,11644.166666666666,55.52881623698686,207.4400979217462,251.3172079169904,-43.87710999524421,82818.6,0.470292905216944,False,False,False,False
2025-06-18,12570,"상승
				130",12450,12670,12350,43475,12426.0,12363.0,11667.0,57.942190206117026,204.73990738524117,242.00174781064058,-37.26184042539941,82271.6,0.5284326547678664,False,False,False,False
2025-06-19,12690,"상승
				120",12700,12770,12520,39252,12422.0,12421.5,11693.666666666666,60.09495374774836,209.86380474398902,235.57415919731028,-25.71035445332126,83206.75,0.4717405739318024,False,False,False,False
2025-06-20,13000,"상승
				310",12690,13000,12620,118563,12570.0,12479.0,11726.666666666666,65.06916048896579,236.21598866045315,235.70252508993886,0.5134635705142898,85659.2,1.3841245306983956,False,False,False,True
2025-06-23,12630,"하락
				370",12950,12950,12550,63733,12666.0,12491.0,11753.166666666666,56.083396027724426,224.65469698633933,233.49295946921896,-8.838262482879628,62422.65,1.0209915791783912,False,False,False,False
2025-06-24,12790,"상승
				160",12720,12850,12480,77977,12736.0,12535.0,11780.5,58.737042828608075,225.80007021048004,231.9543816174712,-6.154311406991155,61410.85,1.2697593340590465,False,False,False,False
2025-06-25,12840,"상승
				50",12810,13070,12600,75419,12790.0,12567.5,11808.5,59.559411469388735,228.11282620990096,231.18607053595716,-3.073244326056198,61844.1,1.2195019411714294,False,False,False,False
2025-06-26,12620,"하락
				220",13100,13130,12490,59222,12776.0,12593.0,11834.166666666666,54.420122184024066,209.7753806116143,226.9039325510886,-17.128551939474278,61643.75,0.9607137787691372,False,False,False,False
2025-06-27,12530,"하락
				90",12660,12660,12480,29015,12682.0,12603.0,11859.833333333334,52.42709610363875,185.83834624701194,218.69081529027326,-32.85246904326132,59698.55,0.4860252049672898,False,False,False,False
2025-06-30,12570,"상승
				40",12640,12660,12450,24036,12670.0,12606.5,11884.166666666666,53.24663303048263,168.15732677335473,208.58411758688956,-40.426790813534836,58641.3,0.40988177274378296,False,False,False,False
2025-07-01,12660,"상승
				90",12630,12750,12510,44448,12644.0,12610.5,11908.333333333334,55.1200250763563,159.56784055583557,198.78086218067878,-39.21302162484321,54836.8,0.81055057917311,False,False,False,False
2025-07-02,12670,"상승
				10",12740,12740,12400,42565,12610.0,12623.0,11934.666666666666,55.33418255258098,151.81746998022027,189.3881837405871,-37.57071376036683,54226.6,0.7849468710927847,False,False,True,False
2025-07-03,13410,"상승
				740",12950,13630,12850,210533,12768.0,12661.0,11974.5,67.63989904992584,203.04646773459172,192.11984053938804,10.926627195203679,61951.0,3.3983793643363303,True,True,False,True
2025-07-04,13890,"상승
				480",13580,14020,13550,158384,13040.0,12720.5,12019.0,72.86258887629086,279.1598253172524,209.52783749496092,69.63198782229148,66150.35,2.3943032803303383,True,False,False,False
2025-07-07,18050,"상한가
				4,160",15020,18050,14610,3508935,14136.0,12990.5,12139.0,89.17246614812117,667.4633410835286,301.1149382126745,366.3484028708541,238490.6,14.713095610476891,True,False,False,False
2025-07-08,17110,"하락
				940",17500,17580,16300,1717018,15026.0,13218.5,12243.833333333334,77.79482587927816,889.0975674977508,418.7114640696898,470.386103428061,321855.35,5.334750533119926,True,False,False,False
2025-07-09,19280,"상승
				2,170",17170,20200,16810,5790782,16348.0,13543.5,12390.166666666666,83.14218421715393,1225.7158637767243,580.1123440110968,645.6035197656275,609216.6,9.505292534707689,True,False,False,False
2025-07-10,19990,"상승
				710",18950,20050,18700,1259628,17664.0,13907.5,12542.5,84.46074064029384,1532.1180518724832,770.5134855833741,761.6045662891091,670051.9,1.8798961692370397,True,False,False,False
2025-07-11,18460,"하락
				1,530",19690,19690,18450,578121,18578.0,14217.5,12664.833333333334,71.48505194768597,1632.6654294190448,942.9438743505083,689.7215550685365,695674.75,0.8310219682401869,False,False,False,False
2025-07-14,19720,"상승
				1,260",19000,19720,19000,703115,18912.0,14596.0,12805.5,74.90435567969419,1793.348811492062,1113.024861778819,680.3239497132429,729158.5,0.9642827999673597,False,False,False,False
2025-07-15,20400,"상승
				680",20150,20800,19990,751785,19570.0,14994.0,12957.666666666666,76.53939201794546,1953.0483409054832,1281.029557604152,672.0187833013313,764800.3,0.9829820934955177,False,False,False,False
2025-07-16,20100,"하락
				300",20350,20600,19380,823435,19734.0,15370.5,13107.0,74.24127824886256,2031.980469751832,1431.2197400336881,600.7607297181439,803798.3,1.0244298849599458,False,False,False,False
2025-07-17,22800,"상승
				2,700",19910,23800,19900,3052237,20296.0,15876.0,13300.166666666666,80.04768030203681,2286.050024035989,1602.1857968341483,683.8642272018405,954447.55,3.197909617977436,True,False,False,False
2025-07-18,23200,"상승
				400",22550,23600,21650,913677,21244.0,16386.0,13498.0,80.74032830576785,2490.964346919176,1779.941506851154,711.0228400680221,994203.25,0.9190042378155573,False,False,False,False
2025-07-21,21750,"하락
				1,450",22400,22650,21500,413855,21650.0,16842.0,13671.5,71.10411076661786,2507.453182831425,1925.4438420472081,582.0093407842166,1011709.35,0.40906511341424295,False,False,False,False
2025-07-22,21250,"하락
				500",22000,22800,21150,535271,21820.0,17265.0,13835.833333333334,68.0864962784679,2451.910781533825,2030.7372299445315,421.1735515892933,1034574.05,0.5173829751480814,False,False,False,False
2025-07-23,20600,"하락
				650",19060,20800,18330,2131663,21920.0,17653.0,13986.0,64.26800418501331,2328.6008001008486,2090.309943975795,238.29085612505378,1137386.25,1.8741768682362743,True,False,False,False
2025-07-24,22150,"상승
				1,550",23700,23800,20950,2171607,21790.0,18129.5,14160.833333333334,68.76638471892502,2329.100378179275,2138.068030816491,191.0323473627841,1243005.5,1.7470614570892888,True,False,False,False
2025-07-25,21950,"하락
				200",21900,23550,21650,949465,21540.0,18600.5,14329.166666666666,67.58408834542143,2286.9949150990797,2167.853407673009,119.1415074260708,1289028.0,0.7365743800755298,False,False,False,False
2025-07-28,21000,"하락
				950",21800,22500,20750,469793,21390.0,19022.0,14481.166666666666,62.120668469493374,2152.1602085251434,2164.7147678434358,-12.554559318292377,1311315.85,0.3582607500702443,False,False,False,False
2025-07-29,20600,"하락
				400",20950,21100,20300,278394,21260.0,19419.0,14628.666666666666,59.924109940131835,1990.085606981178,2129.7889356709843,-139.7033286898063,1323013.15,0.21042421233681616,False,False,False,False
2025-07-30,19080,"하락
				1,520",19900,20200,18990,878179,20956.0,19739.5,14749.5,52.3490854944006,1719.1714820452362,2047.665444945835,-328.4939629005987,1364793.85,0.6434517564685684,False,False,False,False
2025-07-31,19110,"상승
				30",19080,19500,18520,360820,20348.0,20024.5,14869.666666666666,52.47677367935893,1489.7182903484681,1936.0760140263617,-446.35772367789355,1372308.2,0.26292927492526824,False,False,False,False
2025-08-01,18650,"하락
				460",19120,20500,18400,759894,19688.0,20262.5,14987.666666666666,50.253136597037134,1256.2752679040132,1800.115864801892,-543.8405968978789,1402383.7,0.5418588364938925,False,False,True,False
2025-08-04,19560,"상승
				910",18870,19900,18210,597771,19400.0,20338.0,15120.0,54.37216588093603,1131.654378320418,1666.4235675055972,-534.7691891851794,1256825.5,0.4756197260478881,False,False,False,False
2025-08-05,19750,"상승
				190",20100,20100,19300,424900,19230.0,20470.0,15256.5,55.206124887277,1036.277278181471,1540.394309640772,-504.11703145930096,1192219.6,0.3563940737092394,False,False,False,False
2025-08-06,20050,"상승
				300",19350,20150,19110,354950,19424.0,20508.5,15397.5,56.556311740679085,973.6738261845021,1427.050212949518,-453.3763867650159,920428.0,0.38563581290443144,False,False,False,False
2025-08-07,19940,"하락
				110",19880,20000,19540,175977,19590.0,20506.0,15536.333333333334,55.89107864848554,904.7546107887647,1322.5910925173675,-417.83648172860285,866245.45,0.2031491189939295,False,False,False,False
