날짜,시가,고가,저가,종가,거래량,전일비,MA5,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,TR,ATR,평균거래량,거래량비율,거래량신호,골든크로스,데드크로스,MACD_골든크로스
2025-05-14 13:00:00,96.14923011455413,97.49711495182463,94.17232676709445,95.17076110839844,28044400,-1.60748291015625,90.96735534667968,79.6346248626709,85.86196581522624,68.25837389169418,3.2636241565167836,0.6371347073840521,2.6264894491327313,3.3247881847301812,3.4417458596430066,20117815.0,1.3940082459253154,False,False,False,False
2025-05-15 13:00:00,93.8628121336995,95.46030551502085,92.02568903209297,95.30055236816406,24196100,0.129791259765625,93.02412872314453,80.93857955932617,85.71595637003581,68.37896824123874,3.7607328171466747,1.2618543293365767,2.498878487810098,3.434616482927879,3.4445985655227562,19903870.0,1.2156480121704976,False,False,False,False
2025-05-16 13:00:00,95.74985465764517,98.03627020862352,95.55016321932531,97.84656524658203,22609300,2.5460128784179688,95.44832611083984,82.39629364013672,85.63199081420899,70.72830608581883,4.310448802902613,1.871573224049784,2.438875578852829,2.7357178404594578,3.436040862699273,19999630.0,1.1304859139894088,False,False,False,False
2025-05-19 13:00:00,95.56015257942236,98.86496790449166,95.55016610284262,98.49555206298828,14380100,0.64898681640625,96.7183349609375,83.98929595947266,85.63096783955892,71.31337741934937,4.74378706994149,2.446015993228125,2.297771076713365,3.3148018016490397,3.5237602837929,19727330.0,0.7289430450040629,False,False,False,False
2025-05-20 13:00:00,97.76669263975433,98.4755801353033,96.81818302594436,97.9464111328125,12331300,-0.5491409301757812,96.95196838378907,85.38161277770996,85.67779528299967,70.03774443753204,4.9854307426224125,2.953898943106983,2.0315317995154296,1.677369037043917,3.383266147287215,19326335.0,0.6380568276395913,False,False,False,False
2025-05-21 13:00:00,97.00788201911264,98.66527902636076,95.11085529091714,95.68994140625,15764300,-2.2564697265625,97.05580444335938,86.52531929016114,85.723410542806,64.90046792722275,4.937935399810485,3.3507062344476832,1.5872291653628015,3.5544237354436206,3.427482573559608,18795275.0,0.8387373954358209,False,False,False,False
2025-05-22 13:00:00,95.26062758041245,97.06779136547297,94.22225491408079,94.68153381347656,13245200,-1.0084075927734375,96.93200073242187,87.39445686340332,85.67759997049967,62.687510333135336,4.76400840986696,3.6333666695315388,1.1306417403354216,2.845536451392178,3.352599580084714,18263755.0,0.7252177879083463,False,False,False,False
2025-05-23 13:00:00,92.11556074354037,93.69308132112026,90.78764115085887,93.22382354736328,16545000,-1.4577102661132812,96.00745239257813,88.0728931427002,85.70537986755372,59.52767830327706,4.457165551390872,3.7981264459034056,0.6590391054874667,3.893892662617688,3.480969723473432,18103695.0,0.9139018305379095,False,False,False,False
2025-05-27 13:00:00,95.03098487579467,96.54860178623134,94.04253696954021,96.2291030883789,17612600,3.005279541015625,95.55416259765624,88.96249809265137,85.75316747029622,63.60118610750334,4.405705092308111,3.9196421751843467,0.48606291712376404,3.3247782388680633,3.5273249878412694,18140205.0,0.9709151577945233,False,False,False,False
2025-05-28 13:00:00,96.54859380044155,97.05779742652469,95.45031759350572,96.02941131591797,10500300,-0.1996917724609375,95.17076263427734,89.92598724365234,85.84897918701172,63.146387709376754,4.299249775368224,3.995563695221122,0.3036860801471022,1.6074798330189708,3.4517288563781627,17810320.0,0.5895626805133204,False,False,False,False
2025-05-29 13:00:00,98.43563585710857,99.47400846299702,95.95952301167783,96.64844512939453,14628700,0.6190338134765625,95.36246337890626,90.91693344116212,85.94413986206055,64.00565227554463,4.216231927839459,4.03969734174479,0.176534586094669,3.5144854513191888,3.446737141768589,17552790.0,0.8334116684584046,False,False,False,False
2025-05-30 13:00:00,95.88963129714428,96.45873854469889,92.07561256744769,94.31210327148438,23758200,-2.3363418579101562,95.28857727050782,91.75012702941895,85.94817810058593,58.46513284496799,3.916766378542434,4.015111149104319,-0.0983447705618854,4.572832561946839,3.6599746789256296,17973240.0,1.3218651728903636,False,False,False,False
2025-06-02 13:00:00,94.43192118351413,99.08462122112746,94.25220269860935,98.02628326416016,16850300,3.7141799926757812,96.24906921386719,92.6217601776123,86.0983772277832,63.82605249725445,3.9337947210611617,3.998847863495688,-0.0650531424345262,4.832418522518111,3.4103663471718195,17870770.0,0.9428972562458137,False,False,False,False
2025-06-03 13:00:00,98.20600339761323,102.7688480780937,96.80819378238374,102.08991241455078,22757600,4.063629150390625,97.42123107910156,93.71155128479003,86.25497970581054,68.60109058975776,4.2264705943356375,4.044372409663678,0.18209818467195937,5.960654295709958,3.470985364260364,18382970.0,1.237971883759806,False,False,False,True
2025-06-04 13:00:00,102.21970774713435,103.74731872724166,101.54077207290322,103.08834838867188,14595900,0.9984359741210938,98.83301849365235,94.84677085876464,86.52594210306803,69.6607743182818,4.48725746057076,4.132949419845095,0.35430804072566513,2.206546654338439,3.391110969232382,18454075.0,0.7909310003346144,False,False,False,False
2025-06-05 13:00:00,106.13357503845278,108.85929656324282,105.3647763189328,106.12358856201172,28833700,3.0352401733398438,100.72804718017578,96.02841758728027,86.8147523244222,72.67940123224709,4.882568238992107,4.282873183674497,0.5996950553176097,5.770948174570947,3.557991804349744,19151275.0,1.505575999509171,True,False,False,False
2025-06-06 13:00:00,107.91079328371573,110.87614471182415,107.87085499306528,108.3900375366211,20710100,2.266448974609375,103.54363403320312,97.19708518981933,87.03181813557943,74.70337594248295,5.317442205940722,4.489786988127743,0.8276552178129792,4.752556149812435,3.7020516835892425,19307755.0,1.0726311785083247,False,False,False,False
2025-06-09 13:00:00,109.33855057297555,112.35381903473086,108.41000629924018,110.77629089355469,20159700,2.3862533569335938,106.09363555908203,98.44962081909179,87.3012851715088,76.66359293553904,5.78791418907818,4.7494124283178305,1.038501760760349,3.9637814981097677,3.74840737619358,19664860.0,1.025163667577598,False,False,False,False
2025-06-10 13:00:00,111.35538181906,114.74007365562761,111.05585608457721,113.96129608154297,22949400,3.1850051879882812,108.46791229248046,99.54041023254395,87.5256175994873,79.00237635144086,6.344632946543015,5.068456531962868,1.2761764145801475,3.963782762072924,3.9117226422670806,19424065.0,1.1814931632487844,False,False,False,False
2025-06-11 13:00:00,115.4190081951608,117.07641285614694,114.55037519441822,115.84833526611328,21614100,1.8870391845703125,111.01990966796875,100.49391479492188,87.74284489949544,80.26438446710561,6.859038142225728,5.42657285401544,1.4324652882102882,3.115116774603976,3.8803435736356775,19104315.0,1.1313726768010264,False,False,False,False
2025-06-12 13:00:00,113.93134902443164,116.29764127458876,113.34226877236767,115.99810791015625,17076500,0.14977264404296875,112.99481353759765,101.53528213500977,87.98566869099935,80.36525250725126,7.195844154411034,5.780427114094559,1.4154170403164752,2.9553725022210813,3.888189005837742,18555920.0,0.92027234435156,False,False,False,False
2025-06-13 13:00:00,113.62182913466512,116.91665783387354,113.48204893868079,115.41900634765625,17453000,-0.5791015625,114.40060729980469,102.54120483398438,88.2131903330485,78.690569860214,7.331523450659802,6.090646381407608,1.2408770692521935,3.4346088951927527,3.8553830224502468,18218765.0,0.9579683364926218,False,False,False,False
2025-06-16 13:00:00,117.62554616390177,120.77061583181641,117.13631547432155,119.6523666381836,21374100,4.233360290527344,116.17582244873047,103.63149490356446,88.49564615885417,81.69373449979182,7.6919787235957955,6.410912849845246,1.2810658737505491,5.351609484160164,4.000156682828254,18157005.0,1.1771820297455444,False,False,False,False
2025-06-17 13:00:00,119.412741556483,123.31662335201159,119.16313297981081,120.15158081054688,20837700,0.49921417236328125,117.41387939453125,104.71429634094238,88.9240271250407,82.01561105885824,7.926552176556456,6.714040715187489,1.2125114613689671,4.153490372200778,4.182014578484098,18479885.0,1.1275881857489913,False,False,False,False
2025-06-18 13:00:00,120.27140113276576,122.78745996568087,119.9918407329862,121.6292724609375,20180000,1.477691650390625,118.5700668334961,105.89843940734863,89.34014218648275,82.97012577869896,8.137882253675798,6.998809022885151,1.1390732307906468,2.795619232694662,4.1306669914394885,18872320.0,1.0692908979924036,False,False,False,False
2025-06-20 13:00:00,122.5777841565958,123.96561493785553,120.19152662357283,123.40648651123047,29290400,1.7772140502929688,120.05174255371094,107.28426666259766,89.83174578348796,84.06550819016626,8.352486913508628,7.269544601009847,1.0829423124987807,3.7740883142827073,4.07361383089205,19548625.0,1.4983355606852145,False,False,False,False
2025-06-23 13:00:00,123.4763772379737,124.31506607343566,119.62241994388955,121.88887023925781,23399200,-1.5176162719726562,121.34571533203125,108.64463348388672,90.33212458292643,79.37066326082001,8.304376025146112,7.476510885837101,0.8278651393090115,4.692646129546105,4.0636300885369065,20056325.0,1.1666743533523714,False,False,False,False
2025-06-24 13:00:00,124.91412049485066,127.8994446466472,124.76435382083069,127.7097396850586,26420600,5.820869445800781,122.95718994140626,110.36892929077149,90.94563814798991,83.23747780184597,8.636388407146526,7.708486390098987,0.9279020170475398,6.0105744073893845,4.067195810799723,20550105.0,1.2856673968332522,False,False,False,False
2025-06-25 13:00:00,126.4117762330098,127.30038221318033,125.42332833929926,127.05077362060547,39407000,-0.658966064453125,124.33702850341797,111.9100128173828,91.5933723449707,81.37781594967993,8.74552459408909,7.915894030897008,0.8296305631920822,2.2864113457593334,4.072900431615501,21639825.0,1.8210406045335394,True,False,False,False
2025-06-26 13:00:00,129.327198744369,129.6467050456808,123.59618776995505,125.80272674560547,62678100,-1.248046875,125.17171936035156,113.39867858886718,92.24418512980144,77.83114404036397,8.631806760849344,8.059076576887476,0.5727301839618679,6.050517275725738,4.092869653126558,24248715.0,2.5848008853252638,True,False,False,False
2025-06-27 13:00:00,124.94407669650072,127.34032071267208,123.19681654558718,124.5646743774414,36888600,-1.2380523681640625,125.40335693359376,114.79449005126953,92.8440778096517,74.36858410336075,8.345581411866661,8.116377543883313,0.22920386798334746,4.143504167084899,4.049365940074591,25361710.0,1.4544997163046183,False,False,False,False
2025-06-30 13:00:00,124.70445560425347,124.8841740973785,121.65922769781535,123.05703735351562,22799700,-1.5076370239257812,125.63699035644531,116.23173675537109,93.42067375183106,70.26890794698238,7.905957100505901,8.074293455207831,-0.1683363547019301,3.2249463995631515,3.9965920044641186,25313785.0,0.9006831653188174,False,False,False,False
2025-07-01 13:00:00,122.15844262402794,123.79587436773315,118.8935656131199,120.70072937011719,24825800,-2.3563079833984375,124.23518829345703,117.36545906066894,94.19529240926107,64.3025641590281,7.283458133094541,7.916126390785173,-0.6326682576906322,4.9023087546132444,4.0636295753598555,25712560.0,0.9655125743994375,False,False,False,False
2025-07-02 13:00:00,120.31134382066975,122.80742979205294,117.8751614750158,121.54940032958984,29303800,0.8486709594726562,123.13491363525391,118.3384334564209,95.14413782755534,65.440719986278,6.780443142481246,7.688989741124389,-0.9085465986431425,4.932268317037142,4.1934261141050815,26039870.0,1.125343559702871,False,False,False,False
2025-07-03 13:00:00,122.13847191717456,123.4364319597654,121.63925475830516,122.0985336303711,13247900,0.54913330078125,122.39407501220703,119.28894271850587,96.04139734903971,66.19184004873334,6.352878576764127,7.421767508252337,-1.0688889314882104,1.8870316301755565,4.117116051816116,25972470.0,0.5100747060252644,False,False,False,False
2025-07-07 13:00:00,121.10416139540291,121.43395669915088,118.83558539988697,119.8449478149414,19148400,-2.2535858154296875,121.45012969970703,119.97501068115234,96.94818992614746,60.39091458182168,5.7657213895524535,7.090558284512361,-1.3248368949599074,3.2629482304841275,4.1048545757655,25488205.0,0.751265144014653,False,False,False,False
2025-07-08 13:00:00,122.3733642308781,125.3714867449016,121.87367714520752,124.34213256835938,26238200,4.497184753417969,121.70714874267578,120.77261543273926,97.72475738525391,66.66857750272013,5.59874150651622,6.792194928913133,-1.1934534223969138,5.526538929960196,4.117349536179788,25764610.0,1.0183814154376876,False,False,False,False
2025-07-09 13:00:00,124.74188514537137,126.07105463790612,121.20409962463056,122.16349792480469,20464000,-2.1786346435546875,121.99970245361328,121.34197578430175,98.59514350891114,61.57702485545577,5.23031927323828,6.479819797778163,-1.249500524539883,4.8669550132755575,4.168311296256557,25779825.0,0.7937990269522776,False,False,False,False
2025-07-10 13:00:00,124.20221727238443,124.2721731574098,121.94362957430577,123.03295135498047,15378400,0.8694534301757812,122.29641265869141,121.79555854797363,99.48834075927735,62.79809559875419,4.951422705718429,6.174140379366216,-1.2227176736477876,2.3285435831040218,4.134948749857226,25401275.0,0.6054184287993417,False,False,False,False
