날짜,시가,고가,저가,종가,거래량,전일비,MA5,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,TR,ATR,평균거래량,거래량비율,거래량신호,골든크로스,데드크로스,MACD_골든크로스
2025-04-01 13:00:00,36.98080467064348,37.0794186450124,36.310219111665255,37.049835205078125,5573500,0.1676483154296875,36.70073623657227,35.06123523712158,34.881194305419925,63.262652007643844,0.6561492517944956,0.43959199957621653,0.21655725221827904,0.7691995333471482,0.9157551264198928,8243590.0,0.6761010676173852,False,False,False,False
2025-04-02 13:00:00,36.527175479583256,37.43443610937102,36.527175479583256,37.394989013671875,5355500,0.34515380859375,36.78948974609375,35.28307456970215,34.950734583536786,65.18634235114774,0.7126582371697623,0.4942052470949257,0.2184529900748366,0.9072606297877641,0.887539775494765,7804600.0,0.6861978832995925,False,False,False,False
2025-04-03 13:00:00,34.919741728194104,35.41281913399288,32.58255587803488,32.70089340209961,16227400,-4.694095611572266,36.055790710449216,35.259927940368655,34.944977315266925,36.892593503220894,0.37435242778371247,0.4702346832326831,-0.09588225544897061,4.812433135636994,1.150983606042144,8183390.0,1.9829679387148846,True,False,False,False
2025-04-04 13:00:00,31.556952643805857,31.842938429992007,28.65765709299273,28.90419578552246,23073700,-3.7966976165771484,34.5864200592041,35.00582208633423,34.86060177485148,26.771197100357924,-0.19783857095263357,0.3366200323956198,-0.5344586033482533,4.043236309106881,1.3813210465981673,8810030.0,2.6190262689230344,True,False,True,False
2025-04-07 13:00:00,27.651780258419823,29.742427287610898,26.764239473352838,28.21388816833496,19139800,-0.6903076171875,32.852760314941406,34.74167976379395,34.75721422831217,25.406407076527117,-0.6989490656817949,0.12950621278013685,-0.8284552784619318,2.9781878142580602,1.5172695404551149,9238070.0,2.071839680799128,True,False,False,False
2025-04-08 13:00:00,29.012671715624403,29.269072166575256,26.044345805425976,26.428945541381836,17713000,-1.784942626953125,30.72858238220215,34.378498554229736,34.610369523366295,22.24808152409213,-1.2259803572558141,-0.14159110122705335,-1.0843892560287607,3.22472636114928,1.6630795371907896,9687625.0,1.828415117224294,True,False,False,False
2025-04-09 13:00:00,25.68933203963087,31.103323599969148,25.531547420558315,30.639829635620117,21581300,4.210884094238281,29.377550506591795,34.20921592712402,34.52097733815511,40.910165028443444,-1.2890143433388914,-0.37107574964942097,-0.9179385936894704,5.571776179410833,2.0054161817423126,10385610.0,2.0780002330147194,True,False,False,False
2025-04-10 13:00:00,29.397273454929206,29.6438121498436,26.754378344496313,27.365795135498047,16787200,-3.2740345001220703,28.310530853271484,33.923230934143064,34.37032699584961,34.06410576289245,-1.5848868641448988,-0.6138379725485166,-0.9710488915963822,3.885451291123804,2.2470243278611752,10733915.0,1.5639400908242707,True,False,False,False
2025-04-11 13:00:00,27.415100733031387,28.03637926606356,26.389500792242078,27.839147567749023,12107700,0.47335243225097656,28.097521209716795,33.61160612106323,34.20716689427694,35.73845718746095,-1.7608741224413222,-0.8432452025270778,-0.9176289199142444,1.6468784738214808,2.288583577082989,10920510.0,1.1087119557603078,False,False,False,False
2025-04-14 13:00:00,28.83516495280576,28.83516495280576,27.701087355146598,28.332225799560547,10647600,0.49307823181152344,28.121188735961915,33.29702272415161,34.052387968699136,37.51834703585674,-1.8393550599086375,-1.0424671740033897,-0.7968878859052477,1.1340775976591608,2.303375963866809,11074540.0,0.9614485116311828,False,False,False,False
2025-04-15 13:00:00,28.154718080173854,29.071842322079632,27.96735002715942,28.13499641418457,12112600,-0.19722938537597656,28.46239891052246,32.959757804870605,33.90199190775554,37.07598771522456,-1.8956150609183418,-1.2130967513863802,-0.6825183095319616,1.1044922949202132,2.3202816678641662,11315535.0,1.070439886403957,False,False,False,False
2025-04-16 13:00:00,28.223751111275195,29.44658283356157,28.21388933759454,28.89433479309082,10498300,0.75933837890625,28.113299942016603,32.626930713653564,33.78416083653768,40.0086917190536,-1.8575169567149814,-1.3419807924521006,-0.5155361642628808,1.3115864193770008,2.3576144966030586,11307540.0,0.9284335938674548,False,False,False,False
2025-04-17 13:00:00,29.278935442024316,30.38342772332872,29.278935442024316,29.890350341796875,10351200,0.9960155487060547,28.618210983276366,32.33995962142944,33.68733631769816,43.71434674450508,-1.7270454984626902,-1.4189937336542187,-0.3080517648084715,1.4890929302378986,2.426645091215087,11479310.0,0.9017266717250427,False,False,False,False
2025-04-21 13:00:00,29.200043367142587,29.338104433162247,28.657657114603587,29.071842193603516,6515400,-0.8185081481933594,28.864749908447266,32.01107702255249,33.57703313827515,41.448517254296505,-1.6704369375971169,-1.4692823744427983,-0.20115456315431857,1.2326932271932876,2.436506585502129,11168670.0,0.5833639994735272,False,False,False,False
2025-04-22 13:00:00,30.245367451360543,31.113182837994575,30.018552301335184,30.768030166625977,14186000,1.696187973022461,29.35191078186035,31.727064514160155,33.502996190389,47.519222518290945,-1.471740740351958,-1.4697740476246304,-0.0019666927273276347,2.0413406443910596,2.527373807719551,11591860.0,1.223789797323294,False,False,False,False
2025-04-23 13:00:00,31.300550687516175,31.872520351713728,30.27495075351474,30.649688720703125,9338000,-0.11834144592285156,29.85484924316406,31.436641693115234,33.43726793924967,47.15189960541842,-1.3087354505571227,-1.4375663282111288,0.12883087765400614,1.5975695981989873,2.576681591177496,11762055.0,0.7939088875200805,False,False,False,True
2025-04-24 13:00:00,31.05401386078738,31.221660248972142,30.521491256574045,31.034290313720703,6477000,0.3846015930175781,30.28284034729004,31.140795135498045,33.385293324788414,48.544009519877825,-1.135429920356838,-1.3771390466402709,0.24170912628343277,0.7001689923980976,2.282948438089003,11710665.0,0.5530855848066698,False,False,False,False
2025-04-25 13:00:00,30.659552214369448,31.083599070079554,30.59052168082426,30.915952682495117,5181500,-0.11833763122558594,30.487960815429688,30.86812334060669,33.32824583053589,48.12395857522229,-0.9961499009488897,-1.3009412175019948,0.3047913165531051,0.4930773892552942,2.029365658099604,11713805.0,0.4423413229091657,False,False,False,False
2025-04-28 13:00:00,30.925815912754235,31.359722681460585,30.82720005406968,31.113183975219727,5045800,0.19723129272460938,30.89622917175293,30.611230087280273,33.27481187184652,48.91733177927654,-0.8599416925805983,-1.2127413125177156,0.3527996199371173,0.5325226273909038,1.8546752876090928,11749875.0,0.42943435568463495,False,False,False,False
2025-04-29 13:00:00,30.57079822359416,31.00470685407639,30.363706622350513,30.86664390563965,4949100,-0.24654006958007812,30.915951919555663,30.310452938079834,33.23277209599813,47.9305536356511,-0.7630929685824235,-1.1228116437306572,0.35971867514823375,0.7494773528692136,1.6778717870176596,11643080.0,0.42506793734991083,False,False,False,False
2025-04-30 13:00:00,30.334120529047205,30.560935671566988,29.53533570311961,29.98896598815918,7573400,-0.8776779174804688,30.783807373046876,29.957409477233888,33.18181603749593,44.489829576158265,-0.7485323153505874,-1.0479557780546433,0.29942346270405595,1.331308202520038,1.3749812172397458,11743075.0,0.6449247748140926,False,False,False,False
2025-05-01 13:00:00,29.90021222763672,31.330137391835382,29.8509052416744,30.72858238220215,8236100,0.7396163940429688,30.722665786743164,29.6240891456604,33.13225310643514,47.88496038692256,-0.6695933753695051,-0.9722832975176158,0.30268992214811064,1.479232150160982,1.203108421456687,11887105.0,0.6928600361484146,False,False,False,False
2025-05-02 13:00:00,31.221660714571616,31.41889242629765,30.551075151832304,31.00470733642578,6604300,0.2761249542236328,30.740416717529296,29.539279842376708,33.09186162948608,49.135739154081804,-0.5780888719092836,-0.8934444123959494,0.3153555404866658,0.8678172744653452,1.1474611929312488,11405950.0,0.5790223523687198,False,False,False,False
2025-05-05 13:00:00,30.373566461011627,30.78775154370456,30.028413792884994,30.196060180664062,9983400,-0.8086471557617188,30.556991958618163,29.60387306213379,33.04974253972372,45.6782192970694,-0.564316867413929,-0.8276189033995454,0.2633020359856164,0.9762935435407876,1.1361909033513649,10751435.0,0.9285644195402754,False,False,False,False
2025-05-06 13:00:00,30.50176807642339,30.80747553587037,30.097444761397735,30.166475296020508,9491100,-0.029584884643554688,30.416958236694335,29.701502418518068,33.01153647104899,45.551929151452775,-0.54945592172772,-0.7719863070651803,0.2225303853374604,0.7100307744726351,1.1080150804622522,10269000.0,0.9242477359041776,False,False,False,False
2025-05-07 13:00:00,29.988965873910075,30.393289171971404,29.28879690246663,29.870628356933594,13900500,-0.29584693908691406,30.393290710449218,29.873586559295653,32.95028540293376,44.23486511957625,-0.5551514503425778,-0.7286193357206598,0.173467885378082,1.1044922695047745,1.0932226411856647,10078375.0,1.3792402048941421,False,False,False,False
2025-05-08 13:00:00,30.442597276253917,31.84293706503443,30.32425788129828,31.4879207611084,10247500,1.6172924041748047,30.54515838623047,29.91599111557007,32.90195468266805,52.346383085355725,-0.4242724681511838,-0.6677499622067646,0.24347749405558083,1.9723087081008366,1.1277380538901602,9511685.0,1.0773590588838886,False,False,False,False
2025-05-09 13:00:00,32.08947638606228,32.336015072933904,31.59639901231903,32.079612731933594,6843400,0.5916919708251953,30.76013946533203,30.151681995391847,32.88225253423055,54.92938469658226,-0.26969644205903975,-0.5881392581772197,0.3184428161181799,0.8480943118255055,1.1002667027924615,9014495.0,0.7591551162877122,False,False,False,False
2025-05-12 13:00:00,33.72649327403458,34.17026366485382,32.8882594776245,33.08549118041992,8035600,1.0058784484863281,31.338025665283205,30.413999176025392,32.87523520787557,58.99818521322847,-0.06527538934908961,-0.48356648441159367,0.41829109506250406,2.0906509329202265,1.1037888662588304,8810890.0,0.9120077540407382,False,False,False,False
2025-05-13 13:00:00,33.2827258798,34.12095598979764,33.13480114891468,33.815250396728516,7415700,0.7297592163085938,32.06778068542481,30.68815040588379,32.87352654139201,61.699621594123954,0.1538418445804659,-0.35608481861318175,0.5099266631936477,1.0354648093777215,1.0636385242001687,8649295.0,0.8573762370227862,False,False,False,False
2025-05-14 13:00:00,33.578568837206674,33.726493556010446,33.27286326910561,33.48981475830078,6172200,-0.3254356384277344,32.791617965698244,30.9558913230896,32.86247733434041,59.80721078829535,0.2978010299831162,-0.22530764889392219,0.5231086788770384,0.5423871276229022,1.0523683910019404,8352275.0,0.7389842887117581,False,False,False,False
2025-05-15 13:00:00,32.74033697109781,33.04604252216234,32.483934641044456,32.93756866455078,7155400,-0.55224609375,33.081547546386716,31.1580530166626,32.79832544326782,56.632868854705166,0.36314200217911363,-0.10761771867931502,0.47075972085842865,1.005880117256325,1.0889971572877284,8185130.0,0.874195034165615,False,False,False,False
2025-05-16 13:00:00,33.15452347262003,33.24327755549671,32.414907369274985,32.79950714111328,6046000,-0.1380615234375,33.22552642822266,31.303510856628417,32.71587972640991,55.83500025812064,0.3991832463071283,-0.006257525682026354,0.4054407719891547,0.8283701862217256,1.1101291257756443,7969870.0,0.7586071040054606,False,False,False,False
2025-05-19 13:00:00,32.29657069903951,32.424771880332166,31.941554358156562,32.23740005493164,5264600,-0.5621070861816406,33.055908203125,31.461788749694826,32.64136387507121,52.58660388869909,0.37803114014441874,0.07060020748326266,0.30743093266115606,0.8579527829567191,1.1178773707818945,7907330.0,0.6657873137961866,False,False,False,False
2025-05-20 13:00:00,32.2571224227487,32.28670962466117,31.68515459816157,31.724597930908203,6277300,-0.5128021240234375,32.637777709960936,31.509617137908936,32.561238829294844,49.74336659427129,0.31624363807040723,0.11972889360069158,0.19651474446971565,0.6015550264996001,1.065752143923292,7511895.0,0.8356479956122922,False,False,False,False
2025-05-21 13:00:00,31.55695258246528,31.793631382061804,31.063875198364258,31.063875198364258,8370400,-0.6607227325439453,32.15258979797363,31.530326461791994,32.49343808492025,46.271926454045825,0.21152348384287123,0.1380878116491275,0.07343567219374372,0.7297561836975461,1.0122181463187607,7463515.0,1.1215091012746674,False,False,False,False
2025-05-22 13:00:00,30.738443809799385,30.935675513311857,30.19605944655147,30.708858489990234,6814200,-0.35501670837402344,31.706847763061525,31.51405487060547,32.4265744527181,44.475897021522904,0.09874683375051774,0.13021961606940555,-0.03147278231888781,0.8678157518127882,1.0122180375578638,7480375.0,0.9109436358471333,False,False,False,False
2025-05-23 13:00:00,30.235504998815156,30.807474688306428,30.186198012852834,30.72858238220215,7037600,0.019723892211914062,31.292662811279296,31.50468635559082,32.353185494740806,44.604543683949906,0.0108371553218376,0.10634312391989197,-0.09550596859805437,0.6212766754535934,0.98685968983735,7573180.0,0.929279378015576,False,False,True,False
2025-05-27 13:00:00,31.06387552308351,31.06387552308351,30.482044053286987,30.915952682495117,7347700,0.18737030029296875,31.028373336791994,31.49482479095459,32.277370834350585,45.88719853047812,-0.043214530663835404,0.0764315930031465,-0.11964612366698191,0.5818314697965228,0.9777025966461991,7688275.0,0.9557020267875433,False,False,False,False
2025-05-28 13:00:00,31.221660428251123,31.34986160397967,30.403152029693977,30.432737350463867,6989200,-0.48321533203125,30.770001220703126,31.4731294631958,32.22304029464722,43.1146139701866,-0.12361733641961692,0.03642180711859382,-0.16003914353821075,0.9467095742856912,0.9664324041305503,7790280.0,0.8971692930164256,False,False,False,False
2025-05-29 13:00:00,30.5707978860373,30.728582498844798,30.146751033764293,30.679275512695312,8889600,0.2465381622314453,30.693081283569335,31.507644939422608,32.175429884592695,44.94245422127638,-0.1655353811338074,-0.003969630531886417,-0.16156575060192097,0.581831465080505,0.8671126010576694,7856090.0,1.1315552647691154,False,False,False,False
2025-05-30 13:00:00,30.324259082361092,30.41301316185791,29.82131992552609,29.84104347229004,18145600,-0.8382320404052734,30.519518280029295,31.463267993927,32.12347723642985,40.211462557338116,-0.2633582241629071,-0.05584734925809056,-0.20751087490481654,0.8579555871692222,0.8678169778679349,8351565.0,2.172718526407925,True,False,False,False
2025-06-02 13:00:00,30.7483055830691,30.81733611501619,30.324258737175928,30.708858489990234,10156900,0.8678150177001953,30.515573501586914,31.448475551605224,32.0825611114502,46.49154567300312,-0.2677714106037783,-0.09823216152722812,-0.16953924907655016,0.9762926427261505,0.7882199571397867,8529195.0,1.1908392292590333,False,False,False,False
2025-06-03 13:00:00,30.708858919153556,31.8527983012545,30.373566147061116,31.56681251525879,6774400,0.8579540252685547,30.645745468139648,31.517013168334962,32.04223610560099,51.87364791784057,-0.19973673231690015,-0.11853307568516253,-0.08120365663173762,1.479232154193383,0.8199176246266197,8368745.0,0.80948816100861,False,False,False,False
2025-06-04 13:00:00,31.566811564632204,32.04016915017512,31.044150756359215,31.123043060302734,8118100,-0.4437694549560547,30.783806610107423,31.564841556549073,32.00267457962036,49.12145523636121,-0.179557419726045,-0.13073794449333903,-0.04881947523270597,0.996018393815902,0.8523198579261196,8300095.0,0.9780731425363204,False,False,False,False
2025-06-05 13:00:00,31.448475516388253,31.458337289958898,30.886367589448408,30.984983444213867,4918500,-0.1380596160888672,30.84494819641113,31.620559310913087,31.957548141479492,48.2635384927728,-0.17271448129043065,-0.13913325185275735,-0.033581229437673304,0.5719697005104898,0.8213262567299885,7850995.0,0.6264811020768705,False,False,False,False
2025-06-06 13:00:00,31.418892512120472,31.981000446851798,31.37944541729111,31.842939376831055,5820700,0.8579559326171875,31.245327377319335,31.63831024169922,31.921172428131104,53.67787670871676,-0.09694401944360109,-0.1306954053709261,0.03375138592732502,0.9960170026379309,0.833301029331146,7629655.0,0.7629047447099508,False,False,False,True
2025-06-09 13:00:00,32.05988745333872,32.54310490872651,31.842935978693376,32.19795227050781,5322300,0.3550128936767578,31.54314613342285,31.64422721862793,31.906380049387614,55.741857586239156,-0.008154805458978842,-0.10618728538853667,0.09803247992955783,0.7001689300331364,0.8220307541223187,7553600.0,0.7046044270281719,False,False,False,False
2025-06-10 13:00:00,32.533249375755695,33.440510010273115,32.533249375755695,33.0066032409668,6319400,0.8086509704589844,31.831104278564453,31.640282821655273,31.888629372914632,60.10262752696421,0.12601009551098485,-0.05974780920863237,0.18575790471961723,1.242557739765303,0.867816662212726,7467790.0,0.8462209033730194,False,False,False,False
2025-06-11 13:00:00,33.30244680330491,34.22943092639689,32.97701392575914,33.99275588989258,8716400,0.9861526489257812,32.40504684448242,31.649158096313478,31.87811040878296,64.67386547940542,0.308356481706479,0.013873048974389908,0.2944834327320891,1.2524170006377489,0.9051495777084548,7532825.0,1.1571223279446954,False,False,False,False
2025-06-12 13:00:00,33.84483071230322,33.88427780514699,33.20382862017826,33.85469436645508,6149500,-0.1380615234375,32.97898902893066,31.667402076721192,31.86101706822713,63.57563513271713,0.436692970654299,0.09843703331037174,0.3382559373439273,0.7889272697143213,0.8995146861299929,7531690.0,0.8164834187280676,False,False,False,False
2025-06-13 13:00:00,35.01661524103896,35.35426853348946,34.41082896456462,34.867652893066406,12706100,1.0129585266113281,33.58393173217773,31.763906288146973,31.849630006154378,67.88467602198992,0.613070752201736,0.2013637770886446,0.4117069751130914,1.4995741670343818,0.9622502212429064,7809225.0,1.6270628647529044,True,False,False,False
2025-06-16 13:00:00,34.16255597422864,34.947100130608476,34.033452236751906,34.38103485107422,9279000,-0.4866180419921875,34.020548248291014,31.842982673645018,31.828817717234294,63.9695720609378,0.70545337824435,0.30218169731978567,0.4032716809245643,0.9136478938565702,0.9859513943900525,7970875.0,1.1641130992519642,False,False,False,False
2025-06-17 13:00:00,34.8378620094826,35.2350987352207,34.34131326103524,34.47041320800781,10043300,0.08937835693359375,34.31331024169922,31.95463333129883,31.809166367848714,64.37596254575979,0.7769234712440181,0.3971300521046322,0.37979341913938586,0.8937854741854636,0.9821711015257506,8209810.0,1.2233291635250998,False,False,False,False
2025-06-18 13:00:00,34.75841110466861,35.17551021950887,33.65607231778196,33.80503845214844,11401800,-0.665374755859375,34.27576675415039,32.05865535736084,31.765112336476644,59.037449208720645,0.770986401517149,0.47190132198713564,0.2990850795300134,1.51943790172691,1.0491429898576368,8466035.0,1.3467697688469278,False,False,False,False
2025-06-20 13:00:00,33.88448566391106,34.1526224437101,33.52696995751232,34.053314208984375,15001600,0.2482757568359375,34.31549072265625,32.20812730789184,31.725031820933022,60.358440650694774,0.7773541548232714,0.5329918885543629,0.24436226626890856,0.6256524861977795,1.0325499112168193,8797595.0,1.7051932943037273,True,False,False,False
2025-06-23 13:00:00,34.62930962594005,34.75841336489512,32.49415222083063,32.6033935546875,15657400,-1.449920654296875,33.86263885498047,32.30285406112671,31.652568022410076,50.180837321971886,0.6578212124288996,0.5579577533292702,0.09986345909962935,2.2642611440644913,1.124547661312415,9239755.0,1.694568741270737,True,False,False,False
2025-06-24 13:00:00,31.908222489602014,32.6232500855883,31.878426989676548,32.12670135498047,8636300,-0.47669219970703125,33.41177215576172,32.37276000976563,31.581856568654377,47.35374290324582,0.5186467805201787,0.550095558767452,-0.031448778247273323,0.7448230959117552,1.0720898714351559,9319690.0,0.9266724536974942,False,False,False,False
2025-06-25 13:00:00,32.02739474647461,32.285598432588245,31.828774486497622,31.90822410583496,6371600,-0.2184772491455078,32.89933433532715,32.422373580932614,31.509476153055825,46.072598816082895,0.386268094272161,0.5173300658683938,-0.13106197159623278,0.4568239460906227,1.0335759823119217,9270885.0,0.6872698776869738,False,False,False,False
2025-06-26 13:00:00,31.97773988475823,32.57359686246299,31.967806788388927,32.25580596923828,6190200,0.3475818634033203,32.589487838745114,32.51352701187134,31.432369804382326,48.46156742177702,0.30587801187899544,0.47503965507051416,-0.16916164319151872,0.665372756628031,1.0402476291774605,9230935.0,0.6705929572681424,False,False,False,False
2025-06-27 13:00:00,32.176359476601924,32.28559701584772,31.779118974079456,32.02739334106445,6351900,-0.22841262817382812,32.18430366516113,32.58093290328979,31.348662439982096,46.98844213447076,0.22118758938753302,0.42426924193391796,-0.20308165254638494,0.5064780417682648,1.0052805605439128,9104050.0,0.6977004739648838,False,False,True,False
2025-06-30 13:00:00,31.898290910626685,31.92808641196926,31.50105228608388,31.590431213378906,5835000,-0.4369621276855469,31.981711196899415,32.66840229034424,31.251919809977213,44.21919671064371,0.11745666027670865,0.3629067256024761,-0.24545006532576746,0.5263410549805734,0.992864283754444,8488520.0,0.6873989812122726,False,False,False,False
2025-07-01 13:00:00,31.600360330097992,32.76228630824465,31.272638249707388,32.42463302612305,7286900,0.8342018127441406,32.04129753112793,32.75419101715088,31.247315470377604,50.24752760513818,0.10139346543412842,0.3106040735688066,-0.20921060813467818,1.4896480585372593,1.0105135922381552,8345020.0,0.8732034195244589,False,False,False,False
2025-07-02 13:00:00,32.980765888333764,33.238973350600546,32.30545930937382,33.179386138916016,6849400,0.7547531127929688,32.29552993774414,32.83481969833374,31.318568642934164,54.98738256979503,0.1478610857040934,0.27805547599586394,-0.13019439029177055,0.9335140412267222,0.9877348094230819,8348770.0,0.8204082757100747,False,False,False,False
