날짜,시가,고가,저가,종가,거래량,전일비,MA5,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,평균거래량,거래량비율,거래량신호,골든크로스,데드크로스,MACD_골든크로스
2025-03-06 00:00:00-05:00,90.66958519753598,93.02282698449689,88.77502510023089,89.01433563232422,18708100,-5.055473327636719,91.53309936523438,95.42691688537597,95.98955446879069,42.881659515215986,-1.3100246248813505,-0.5538747044113951,-0.7561499204699554,18933285.0,0.9881063956941439,False,False,False,False
2025-03-07 00:00:00-05:00,90.03141978907486,93.07268034330221,89.23370786244931,92.69377136230469,19133900,3.6794357299804688,91.39948425292968,95.34814338684082,95.85529479980468,47.55564050481528,-1.2793870297915504,-0.6989771694874262,-0.5804098603041242,19082925.0,1.0026712361967571,False,False,False,False
2025-03-10 00:00:00-04:00,89.33341828069707,91.10832690386775,85.514392853582,86.83061218261719,21897900,-5.8631591796875,90.70946655273437,95.08789100646973,95.5959300994873,41.699903565666276,-1.70851970860177,-0.900885677310295,-0.807634031291475,19397680.0,1.1288927335640138,False,False,False,False
2025-03-11 00:00:00-04:00,87.64825968067696,90.83909197451179,85.82349889660378,88.79496765136719,21962100,1.96435546875,90.28069915771485,94.74487609863282,95.44764417012533,44.17985711004555,-1.8685637391242977,-1.0944212896730956,-0.7741424494512021,19684890.0,1.1156831458037104,False,False,False,False
2025-03-12 00:00:00-04:00,92.20517686878091,96.71222871714754,91.97583221725594,95.36609649658203,23584700,6.571128845214844,90.53995666503906,94.82265281677246,95.34315134684245,51.59721462583125,-1.4484675732302321,-1.165230546384523,-0.28323702684570917,20257925.0,1.1642209160118817,False,False,False,False
2025-03-13 00:00:00-04:00,93.98006816600463,97.83898723153678,93.7307841655643,94.60826110839844,18824700,-0.7578353881835938,91.6587417602539,94.98219413757325,95.28943010965983,50.75950173046234,-1.1632797525901992,-1.1648403876256583,0.0015606350354591125,20055425.0,0.9386338110511245,False,False,False,True
2025-03-14 00:00:00-04:00,98.46718433106015,102.48564137060418,98.46718433106015,100.5013427734375,24623600,5.8930816650390625,93.22025604248047,95.2379596710205,95.2632219950358,56.65308469830287,-0.45648187137234686,-1.023168684374996,0.5666868130026492,20457610.0,1.2036401124080476,False,False,False,False
2025-03-17 00:00:00-04:00,100.77057282681345,104.15086363059422,100.67086073733762,102.81470489501953,17095100,2.3133621215820312,96.41707458496094,95.41694602966308,95.17996915181477,58.74076493061399,0.2870209326866018,-0.7611307609626765,1.0481516936492783,20248140.0,0.8442800178189207,False,True,False,False
2025-03-18 00:00:00-04:00,101.60816521357175,103.01412309087547,100.00277556135465,101.42868041992188,18434100,-1.3860244750976562,98.94381713867188,95.16417236328125,95.06797281901042,56.97038333580754,0.7557004257998017,-0.4577645236101809,1.2134649494099825,19687750.0,0.9363233482749426,False,False,False,False
2025-03-19 00:00:00-04:00,100.53125365541838,103.30329058548391,100.2021969416222,101.7677001953125,16633100,0.339019775390625,100.22413787841796,95.04950141906738,95.03963432312011,57.30930499924046,1.1413318007680857,-0.1379452587345276,1.2792770595026133,19625610.0,0.8475201535136997,False,False,False,False
2025-03-20 00:00:00-04:00,101.28907814612545,104.39017175882603,101.05973351554486,102.70500946044922,29204400,0.9373092651367188,101.84348754882812,95.04052696228027,95.30591952006021,58.28753343986922,1.5052291236656146,0.19068961774550083,1.3145395059201137,20361430.0,1.4343000467059535,False,False,False,False
2025-03-21 00:00:00-04:00,97.91875184818785,98.21789569026205,93.43163986233832,94.44872283935547,63239600,-8.25628662109375,100.63296356201172,94.83511695861816,95.38430989583334,47.88000154535029,1.1145591006215483,0.37546351432071035,0.7390955863008379,22590870.0,2.7993432745175375,True,False,False,False
2025-03-24 00:00:00-04:00,95.82477055682823,98.13812583235728,95.05697916429,96.66236877441406,35406600,2.2136459350585938,99.40249633789062,94.91139755249023,95.50623321533203,50.43536156444803,0.9723642101430272,0.49484365348517373,0.4775205566578535,23617015.0,1.4991987768140893,False,False,False,False
2025-03-25 00:00:00-04:00,95.90455052281857,96.10397470005128,92.98294144184538,93.9102783203125,22191700,-2.7520904541015625,97.89881591796875,94.95926017761231,95.58959121704102,47.3285821103094,0.6303369040546869,0.5219423035990763,0.10839460045561056,23796190.0,0.9325736599010178,False,False,False,False
2025-03-26 00:00:00-04:00,95.72506155562638,96.36322802406033,90.70946840174182,91.86614227294922,27107200,-2.0441360473632812,95.91850433349609,94.68105926513672,95.62991790771484,45.10608016605147,0.19211848206981585,0.45597753929322427,-0.2638590572234084,24084790.0,1.1254904028642143,False,False,False,False
2025-03-27 00:00:00-04:00,90.8291189546521,91.9459140670537,89.35336186393516,90.89892578125,15658700,-0.9672164916992188,93.55728759765626,94.64815406799316,95.67387504577637,44.05197813506821,-0.23056129497206257,0.3186697724401669,-0.5492310674122295,23748410.0,0.6593578264818571,False,False,True,False
2025-03-28 00:00:00-04:00,90.21089912462743,90.6296944373281,87.34911593941767,88.18671417236328,17118000,-2.7122116088867188,92.30488586425781,94.38939743041992,95.725892384847,41.14807799307797,-0.7754519461272054,0.09984542872669247,-0.8752973748538978,23436355.0,0.7304036826545767,False,False,False,False
2025-03-31 00:00:00-04:00,85.86535369781978,86.95364347784661,83.96832691821525,86.75395965576172,21089500,-1.4327545166015625,90.32320404052734,94.21306037902832,95.77314211527506,39.6607389988467,-1.307817324326635,-0.181687121883973,-1.1261302024426618,23476740.0,0.8983146723096989,False,False,False,False
2025-04-01 00:00:00-04:00,88.39139509200741,88.75083208084413,86.11496590767477,88.57111358642578,15337100,1.8171539306640625,89.25537109375,94.09467582702636,95.79799575805664,42.499548684417555,-1.5650506566597926,-0.45835982883913695,-1.1066908278206555,23063020.0,0.6650083120077076,False,False,False,False
2025-04-02 00:00:00-04:00,86.99358112711121,89.78920032047343,86.56425405707594,88.4612808227539,14520400,-0.109832763671875,88.57439880371093,93.81424942016602,95.77880668640137,42.36979564555213,-1.7575129961121974,-0.718190462293749,-1.0393225338184484,23088525.0,0.6289011532785226,False,False,False,False
