날짜,시가,고가,저가,종가,거래량,전일비,MA5,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,TR,ATR,평균거래량,거래량비율,거래량신호,골든크로스,데드크로스,MACD_골든크로스
2024-05-10 13:00:00,30.90999984741211,31.979999542236328,30.559999465942383,31.450000762939453,21401900,1.0300006866455078,36.31000022888183,36.25800008773804,38.3243332862854,35.265679825398266,-0.7076788905681894,-0.33207756368672053,-0.3756013268814689,1.5599994659423828,2.1748582295009067,10292165.0,2.079436153617825,True,False,False,False
2024-05-13 13:00:00,31.40999984741211,32.064998626708984,30.950000762939453,30.959999084472656,12431900,-0.4900016784667969,34.47999992370605,35.973000049591064,38.099666627248126,34.332933278603676,-1.0585400290627263,-0.4773700567619217,-0.5811699723008046,1.1149978637695312,2.071643693106515,10561190.0,1.1771306074410175,False,False,True,False
2024-05-14 13:00:00,30.829999923706055,32.25,30.829999923706055,31.65999984741211,10790000,0.7000007629394531,32.70399971008301,35.72400007247925,37.912166627248126,36.90050680841855,-1.2655275834998818,-0.6350015621095138,-0.6305260213903681,1.4200000762939453,2.003786359514509,10817460.0,0.9974615112974765,False,False,False,False
2024-05-15 13:00:00,32.0099983215332,33.12699890136719,31.549999237060547,33.0099983215332,8683800,1.3499984741210938,31.499999618530275,35.55600004196167,37.772166601816814,41.63977895544489,-1.30558316714896,-0.769117883117403,-0.5364652840315569,1.5769996643066406,1.9792861938476562,11036605.0,0.7868180477601582,False,False,False,False
2024-05-16 13:00:00,33.0099983215332,33.775001525878906,32.68000030517578,32.7599983215332,8313500,-0.25,31.967999267578126,35.4164999961853,37.63916654586792,41.025269410023895,-1.3420303262227549,-0.8837003717384734,-0.4583299544842815,1.095001220703125,1.9900005885532923,11163235.0,0.7447214002034357,False,False,False,False
2024-05-17 13:00:00,32.83000183105469,32.970001220703125,32.06100082397461,32.900001525878906,6429900,0.14000320434570312,32.257999420166016,35.294500064849856,37.48066657384236,41.545529604003974,-1.3441236530567267,-0.9757850280021241,-0.3683386250546026,0.9090003967285156,1.977428981236049,11180325.0,0.5751085053430915,False,False,False,False
2024-05-20 13:00:00,32.880001068115234,33.599998474121094,32.84000015258789,33.59000015258789,6407000,0.6899986267089844,32.783999633789065,35.22600011825561,37.34949992497762,44.16006468496091,-1.2754034499777092,-1.035708712397241,-0.2396947375804681,0.7599983215332031,1.9545715876988001,11136010.0,0.5753407189828313,False,False,False,False
2024-05-21 13:00:00,33.099998474121094,33.25,32.20000076293945,32.54999923706055,9168900,-1.0400009155273438,32.96199951171875,35.03850011825561,37.20383323033651,41.170980595147604,-1.2899913587757865,-1.0865652416729503,-0.2034261171028362,1.3899993896484375,1.9017143249511719,11160275.0,0.821565776828976,False,False,False,False
2024-05-22 13:00:00,32.529998779296875,33.560001373291016,32.525001525878906,33.130001068115234,6975800,0.5800018310546875,32.986000061035156,34.94650011062622,37.07549988428752,43.469110516983505,-1.2404519234904186,-1.117342578036444,-0.12310934545397445,1.0349998474121094,1.894214357648577,11095915.0,0.6286818166865914,False,False,False,False
2024-05-23 13:00:00,33.09000015258789,33.20000076293945,31.59000015258789,31.969999313354492,7602300,-1.1600017547607422,32.82800025939942,34.7685001373291,36.93899987538656,40.0955170201084,-1.2800385238774936,-1.149881767204654,-0.13015675667283966,1.6100006103515625,1.8570714678083147,11112220.0,0.6841387229554491,False,False,False,False
